title,average_rating,language_code,num_pages,ratings_count,text_reviews_count,decade,quarter,tra_co,multivolume
All Night Long,3.96,eng,416,7438,257,2000,1,0,0
White Lies (Arcane Society  #2),4.01,eng,371,7604,328,2000,1,0,1
Ghost Hunter (Ghost Hunters  #3),4.14,eng,327,4349,170,2000,2,1,1
The Pirate / The Adventurer / The Cowboy,3.89,eng,362,262,7,2000,2,0,0
Midnight Jewels,3.75,eng,425,1306,35,2000,3,0,0
The Wedding Night,3.45,eng,256,795,23,2000,4,0,0
After Glow (Ghost Hunters  #2),4.14,eng,343,4149,138,2000,1,1,1
Orchid (St. Helen's  #3),4.15,eng,327,3748,102,1990,2,1,1
The Origin of Consciousness in the Breakdown of the Bicameral Mind,4.25,en-GB,467,7,1,1970,2,0,0
The Future of the Universe,3.8,eng,175,5,0,2000,4,0,0
Micro Eco-Farming: Prospering from Backyard to Small Acreage in Partnership with the Earth,3.76,eng,174,68,5,2000,2,0,0
The Quiet American: Text and Criticism,3.97,eng,515,225,17,1990,1,1,0
The Quiet American,3.97,eng,198,1344,156,2000,4,1,0
The End of the Affair,3.94,eng,160,38283,3002,2000,4,1,0
Postwar: A History of Europe Since 1945,4.34,eng,933,8017,571,2000,3,0,0
The Coen Brothers: Interviews,3.82,eng,208,73,3,2000,3,0,0
The Hermeneutical Spiral: A Comprehensive Introduction to Biblical Interpretation,3.94,eng,624,410,37,2000,4,0,0
Raising the Bar: Ministry to Youth in the New Millennium,3.86,en-US,208,42,3,2000,2,0,0
The Book of Other People,3.38,eng,304,2546,328,2000,1,1,0
The Confusions of Young Törless,3.73,eng,176,4374,179,2000,3,1,0
Robinson Crusoe,3.67,eng,306,125,3,1990,3,1,0
Doubling the Point: Essays and Interviews,4.05,en-US,438,85,2,1990,3,1,0
Fantastic! Wow! and Unreal!: A Book About Interjections and Conjunctions,4.22,en-US,32,84,11,2000,4,0,0
Don DeLillo's White Noise: A Reader's Guide,3.92,eng,96,76,9,2000,2,0,0
Letting Go,3.7,eng,630,1103,88,1990,3,0,0
My Life as a Man,3.73,eng,334,1561,101,1990,1,0,0
Patrimony,4.17,eng,240,2531,202,1990,2,0,0
The Great American Novel,3.63,eng,416,180,22,1990,2,0,0
The Professor of Desire,3.66,eng,272,2016,113,1990,4,1,0
Deception,3.34,eng,208,1524,118,2000,1,0,0
When She Was Good,3.53,eng,320,1748,149,1990,1,0,0
The Dying Animal,3.63,eng,156,5910,437,2000,1,0,0
For the Relief of Unbearable Urges,3.93,eng,205,2418,229,2000,1,0,0
The Ministry of Special Cases,3.66,eng,339,2509,368,2000,2,0,0
The Pilgrim's Progress,4.0,eng,324,87175,1875,2000,1,0,0
Scott Pilgrim  Volume 1: Scott Pilgrim's Precious Little Life,4.17,eng,168,155863,3267,2000,3,0,1
The Pilgrim's Regress,3.88,eng,219,6276,362,1990,1,1,0
Little Pilgrim's Progress: From John Bunyan's Classic,4.26,eng,336,2065,136,2000,1,0,0
The Landing of the Pilgrims,3.41,eng,160,611,69,1980,1,0,0
Little Pilgrim's Progress,4.26,eng,256,212,20,1980,1,1,0
From Nomads to Pilgrims: Stories from Practicing Congregations,4.0,eng,179,13,0,2000,4,0,0
The New York Times Guide to Essential Knowledge,4.1,en-US,1104,157,10,2000,4,1,0
New York 2000: Architecture and Urbanism Between the Bicentennial and the Millennium,4.44,eng,1520,16,0,2000,4,1,0
Forgotten New York: Views of a Lost Metropolis,4.16,eng,384,200,20,2000,3,0,0
The Historical Atlas of New York City: A Visual Celebration of Nearly 400 Years of New York City's History,4.06,eng,192,308,22,2000,3,1,0
La toile de Charlotte,4.17,fre,192,13,0,1990,2,1,0
This Is New York,4.29,en-GB,64,385,38,2000,2,0,0
They Dare to Speak Out: People and Institutions Confront Israel's Lobby,4.07,eng,416,106,5,2000,2,0,0
Famous Last Words,3.99,eng,416,1400,57,2000,3,0,0
The Wars,3.88,eng,218,6467,245,2000,3,0,0
Into the Void (Spelljammer: The Cloakmaster Cycle  #2),3.54,en-US,311,257,12,1990,3,0,1
Essential Dialogues of Plato,4.05,eng,624,4853,14,2000,4,1,0
The Collected Dialogues,4.23,eng,1776,704,31,1960,3,1,0
Republic,3.94,eng,496,392,33,2000,3,1,0
The Republic,3.94,eng,240,7,1,1990,4,1,0
Inner Circle (Carol Ashton Mysteries  #8),3.74,eng,196,72,1,1990,4,0,1
The Rising Tide (World War II: 1939-1945  #1),4.11,eng,576,5709,390,2000,4,0,1
Jeff Shaara's Civil War Battlefields: Discovering America's Hallowed Ground,4.11,eng,288,584,59,2000,2,0,0
Rise to Rebellion,4.18,eng,492,5745,383,2000,2,0,0
Gone for Soldiers: A Novel of the Mexican War,4.14,eng,424,191,18,2000,3,0,0
The Last Full Measure (The Civil War Trilogy  #3),4.24,eng,640,13438,314,2000,2,0,1
A Farewell to Arms?: Beyond the Good Friday Agreement,4.33,eng,624,0,0,2000,2,1,0
When Smoke Ran Like Water: Tales Of Environmental Deception And The Battle Against Pollution,4.02,en-US,352,249,29,2000,4,1,0
What Work Is,4.27,eng,77,2102,90,1990,2,0,0
The Simple Truth,4.21,eng,69,656,52,1990,3,1,0
Fiskadoro,3.54,en-US,221,1513,116,2000,2,0,0
Illusions: The Adventures of a Reluctant Messiah,4.15,eng,144,50816,1906,2000,1,0,0
There's No Such Place As Far Away,3.93,eng,48,2737,83,1990,1,1,0
Running from Safety: An Adventure of the Spirit,3.79,eng,368,1775,54,1990,4,0,0
A Gift Of Wings,3.79,eng,299,1664,44,2000,2,0,0
Winter of Magic's Return,4.25,eng,194,235,18,1980,4,0,0
A Modern Utopia,3.45,eng,320,596,53,2000,1,1,0
The War of the Worlds,3.82,eng,321,16,1,2000,2,1,0
The Shape of Things to Come,3.61,eng,530,931,43,2000,2,1,0
Floor Games (Sandplay Classics),3.4,eng,110,46,3,2000,3,1,0
Seven Novels,4.14,eng,828,4,3,1980,1,0,0
Three Prophetic Science Fiction Novels,3.86,eng,335,1,0,1970,4,1,0
Science Fiction Treasury: Six Complete Novels (complete & unabridged),3.94,eng,688,17,1,1980,3,1,0
The Island of Doctor Moreau,3.73,eng,153,71933,2443,1990,2,0,0
Notebooks of the Mind: Explorations of Thinking  Revised Edition,3.83,eng,288,17,1,1990,1,0,1
The Visible Hand: The Managerial Revolution in American Business,4.01,en-US,624,222,26,1970,1,0,1
Crime Stories and Other Writings,4.39,eng,934,490,30,2000,3,1,0
The Maltese Falcon,3.91,eng,213,69254,2997,2000,1,0,0
Lost Stories,3.98,eng,342,201,37,2000,3,1,0
The Dain Curse,3.83,eng,256,5558,268,2000,4,0,0
The Big Knockover: Selected Stories and Short Novels,4.18,eng,480,2916,83,1980,3,1,0
Red Harvest,3.97,eng,224,17966,870,2000,2,0,0
The Complete Stories  Vol 1,4.36,eng,624,5362,115,1990,4,0,1
Xénocide (Ender's Saga  #3),3.79,fre,573,73,3,2000,4,0,1
Edgar A. Poe: Mournful and Never-ending Remembrance,4.01,en-US,592,295,34,2000,4,0,0
Tales of Mystery and Madness,4.34,eng,135,2226,139,2010,3,1,0
Elric of Melniboné (The Elric Saga  #1),3.89,eng,181,20559,682,1980,3,0,1
The Prize (deWarenne Dynasty  #4),3.98,eng,575,1604,66,2000,3,0,1
Elric of Melnibone: Bright Shadows,4.0,eng,98,8,0,2000,2,1,0
A River Runs Through it and Other Stories,4.18,eng,217,18634,1147,2000,4,1,0
Young Men and Fire,4.08,eng,301,4346,386,1990,4,0,0
When the Rivers Run Dry: Water - The Defining Crisis of the Twenty-first Century,3.94,eng,336,672,82,2000,1,0,0
The River Runs Black: The Environmental Challenge to China's Future,3.8,eng,337,135,15,2000,1,0,0
Only the River Runs Free (The Galway Chronicles  #1),4.09,eng,271,1387,104,1990,1,1,1
It's Not About the Bike: My Journey Back to Life,3.72,en-GB,294,495,42,2000,2,1,0
The Walking Dead  Vol. 5: The Best Defense,4.29,eng,136,21435,841,2000,2,1,1
Being Dead Is No Excuse: The Official Southern Ladies Guide to Hosting the Perfect Funeral,3.86,en-US,243,1741,272,2000,1,0,0
Drop Dead Gorgeous (Blair Mallory  #2),3.93,eng,347,7227,301,2000,4,0,1
The Book of the Dead (Pendergast  #7; Diogenes  #3),4.13,eng,454,27050,947,2000,3,1,1
The Walking Dead  Vol. 3: Safety Behind Bars,4.3,eng,136,25796,1020,2000,2,1,1
The Walking Dead  Book One (The Walking Dead #1-12),4.35,eng,304,34751,1346,2010,4,1,1
The Brief History of the Dead,3.67,eng,252,9490,1576,2000,1,0,0
The Power of Infinite Love & Gratitude: An Evolutionary Journey to Awakening Your Spirit,4.11,eng,298,62,14,2000,1,0,1
Masculinity and Male Codes of Honor in Modern France,4.36,en-US,316,14,0,1990,4,0,0
The Life and Death of My Lord Gilles de Rais,3.87,en-GB,323,65,8,1990,4,0,0
The White Wolf's Son: The Albino Underground (Elric & Oona Von Bek  #3),3.88,en-US,432,283,8,2000,3,0,1
Michael Moorcock's Multiverse,3.94,eng,288,170,10,1990,4,1,0
Gloriana,3.65,eng,496,1742,64,2000,3,0,0
The Eternal Champion (Eternal Champion  #1),3.95,eng,484,2524,40,1990,1,0,1
The Spell,3.54,eng,272,1559,103,2000,2,0,0
The Swimming-Pool Library,3.77,eng,352,7115,322,1980,3,0,0
The Ivory Tower,3.29,eng,296,57,7,2000,1,1,0
America Alone: The End of the World As We Know It,4.13,eng,224,3095,362,2000,4,0,0
Where the Sidewalk Ends: Poems and Drawings,4.3,eng,192,3587,179,2010,1,0,0
A Light in the Attic,4.34,eng,176,349247,2567,2000,4,0,0
The Missing Piece (The Missing Piece  #1),4.28,eng,112,24366,746,2000,1,0,1
The Missing Piece Meets the Big O,4.34,eng,104,10503,505,2000,1,0,0
Lafcadio  the Lion Who Shot Back,4.15,eng,112,5308,307,2010,3,0,0
A Light in the Attic (Book & CD),4.34,en-US,176,597,21,2000,4,0,0
Runny Babbit Book and Abridged CD,4.12,en-US,96,44,6,2000,3,1,0
L'albero,4.37,ita,62,36,7,2000,2,1,0
The Beginning: The Cove / The Maze (FBI Thriller #1-2),4.2,eng,544,756,34,2000,3,0,1
Jade Star (Star  #4),3.83,en-US,400,896,19,2000,2,0,1
Double Take (FBI Thriller  #11),4.05,eng,420,7456,376,2000,2,0,1
The Valentine Legacy (Legacy #3),3.88,eng,406,2133,42,1990,3,0,1
Undead and Unwed (Undead  #1),3.82,eng,392,89,18,2000,4,0,1
Undead and Unappreciated (Undead  #3),3.88,eng,279,67,5,2000,4,0,1
Marked (House of Night  #1),3.8,eng,306,399152,12748,2000,2,1,1
Divine By Choice (Partholon  #2),4.1,eng,377,6435,209,2000,4,0,1
Divine By Mistake (Partholon  #1),4.09,eng,701,8633,452,2000,3,0,1
Cast in Courtlight (Chronicles of Elantra  #2),4.11,eng,488,8990,294,2000,3,0,1
Goddess of Light (Goddess Summoning  #3),4.04,eng,355,5594,213,2000,2,0,1
Brighid's Quest (Partholon  #5),4.14,eng,507,3344,107,2000,4,0,1
Goddess of the Rose (Goddess Summoning  #4),4.14,eng,345,5499,248,2000,1,0,1
Goddess of Spring (Goddess Summoning  #2),4.21,eng,360,7579,446,2000,3,0,1
Goddess of the Sea (Goddess Summoning  #1),3.87,eng,368,7847,439,2000,4,0,1
Mysteria (Mysteria  #1),3.73,eng,340,3046,96,2000,3,1,1
Elphame's Choice (Partholon  #4),4.03,eng,551,3971,141,2000,4,0,1
Loveless  Vol. 1: A Kin of Homecoming,3.32,eng,128,516,52,2000,2,1,1
Where the Mountain Casts Its Shadow: The Dark Side of Extreme Adventure,3.88,eng,256,386,49,2000,2,1,0
Cast a Yellow Shadow (Mac McCorkle  #2),3.95,eng,272,206,17,1980,1,0,1
Like a Velvet Glove Cast in Iron,4.06,eng,200,6409,280,1990,1,0,0
Goddess of Love (Goddess Summoning  #5),4.06,eng,292,4475,196,2000,2,0,1
Mistral's Kiss (Merry Gentry  #5),4.04,en-US,212,27026,421,2000,4,0,1
The Harlequin (Anita Blake  Vampire Hunter #15),3.92,en-US,422,37989,785,2000,2,0,1
A Stroke of Midnight (Merry Gentry  #4),4.07,en-US,385,28551,442,2000,4,0,1
Danse Macabre (Anita Blake  Vampire Hunter  #14),3.82,en-US,483,798,52,2000,2,0,1
Micah (Anita Blake  Vampire Hunter  #13),3.63,en-US,245,39849,868,2000,1,0,1
Death of a Darklord (Ravenloft #13),3.43,eng,306,2679,113,2000,3,0,1
Anita Blake  Vampire Hunter Collection 1-4 (Anita Blake  Vampire Hunter  #1-4),4.54,eng,1256,3320,36,2000,1,0,1
Little Butterfly  Volume 02,4.18,eng,170,760,8,2000,3,0,1
Little Butterfly  Volume 03,4.21,eng,184,609,6,2000,4,0,1
Little Butterfly  Volume 01,4.07,eng,184,1540,31,2000,2,0,1
The Little Butterfly,4.03,eng,24,17,6,1990,2,0,0
A Caress of Twilight (Merry Gentry  #2),4.06,en-US,348,32029,596,2000,1,0,1
Bloody Bones (Anita Blake  Vampire Hunter #5),4.11,eng,336,60937,959,2000,4,0,1
Burnt Offerings (Anita Blake  Vampire Hunter  #7),4.08,en-US,392,58849,832,2000,3,0,1
Seduced by Moonlight (Merry Gentry  #3),4.06,eng,409,28152,404,2000,1,0,1
The Killing Dance (Anita Blake  Vampire Hunter  #6),4.13,en-US,368,59524,946,2000,2,0,1
Cerulean Sins (Anita Blake  Vampire Hunter  #11),3.85,en-US,529,43475,731,2000,3,0,1
Blue Moon (Anita Blake  Vampire Hunter  #8),4.05,en-US,418,55670,835,2000,3,0,1
A Stolen Season (Alex McKnight  #7),3.96,eng,304,1889,137,2000,3,0,1
Narcissus in Chains (Anita Blake  Vampire Hunter  #10),3.9,eng,644,49695,998,2000,3,0,1
Sensual Phrase  Vol. 15,4.23,en-US,175,488,7,2000,3,0,1
Sensual Phrase  Vol. 17,4.24,en-US,208,489,4,2000,4,0,1
Sensual Phrase  Vol. 3,4.14,en-US,192,744,11,2000,3,0,1
Harrison's Principles of Internal Medicine,4.35,eng,2751,23,4,2000,3,1,0
For a Few Demons More (The Hollows  #5),4.33,eng,456,48049,1104,2000,1,0,1
A Fistful of Charms (The Hollows  #4),4.29,eng,510,47773,1109,2000,2,0,1
The Good  the Bad  and the Undead (The Hollows  #2),4.26,eng,453,54083,1602,2000,1,0,1
Every Which Way But Dead (The Hollows  #3),4.29,eng,501,60083,1213,2000,2,0,1
Dead Witch Walking (The Hollows  #1),4.04,en-US,416,99076,4091,2000,3,0,1
Dates from Hell,3.78,eng,416,10630,309,2000,1,1,0
Pacto Con un Demonio,4.39,spa,512,0,0,2000,3,0,0
Incubus Dreams (Anita Blake  Vampire Hunter  #12),3.79,eng,722,41737,831,2000,3,0,1
Schattenkuss (Meredith Gentry  #1),4.01,ger,573,22,0,2000,2,0,1
The Lunatic Cafe (Anita Blake  Vampire Hunter #4),4.12,eng,352,64036,962,2000,1,0,1
Circus of the Damned (Anita Blake  Vampire Hunter  #3),4.17,eng,320,78062,1121,2000,1,0,1
Bite (Anita Blake  Vampire Hunter  #8.5; Sookie Stackhouse  #5.1; Undead  #2.5; Mageverse  #1.5),3.77,eng,297,15072,424,2000,4,1,1
Out of this World,4.07,eng,357,6006,111,2000,3,1,0
Guilty Pleasures (Anita Blake  Vampire Hunter  #1),4.02,eng,355,115364,4037,2000,3,0,1
Cravings (Undead #1.5; Moon #3.5),3.82,eng,358,7965,188,2000,2,1,1
Nachtschwärmer (Meredith Gentry  #2),4.06,ger,586,13,0,2000,2,0,1
Laurell K. Hamilton's Anita Blake  Vampire Hunter: Guilty Pleasures vol 1,4.17,eng,168,7302,250,2000,3,1,1
The Republic,3.94,eng,416,136467,2013,2000,1,1,0
The Republic of Plato,3.94,eng,487,1699,125,1990,4,1,0
Five Dialogues: Euthyphro  Apology  Crito  Meno  Phaedo,4.13,eng,156,15657,227,2000,4,1,0
Plato  Not Prozac!: Applying Eternal Wisdom to Everyday Problems,3.41,eng,320,870,67,2000,3,0,0
Republic,3.94,eng,358,500,41,2000,3,1,0
Plato's Symposium,4.04,eng,199,519,32,2000,1,1,0
The Symposium,4.04,eng,90,174,10,1990,4,1,0
The Last Days of Socrates,4.08,eng,256,1686,111,2000,1,1,0
Embracing Love  Vol. 4,4.34,eng,208,594,9,2000,1,0,1
Embracing Love  Vol. 5,4.36,eng,216,401,9,2000,2,0,1
Embracing the Love of God: The Path and Promise of Christian Life,4.26,eng,192,63,8,1990,2,1,0
Embracing Love  Vol. 6,4.33,eng,216,315,7,2000,2,0,1
Jane Eyre,4.12,eng,452,684,50,2000,1,1,0
In the Forests of the Night,3.87,eng,147,13452,508,2000,1,0,0
Hawksong (The Kiesha'ra  #1),4.15,eng,243,19722,829,2000,3,0,1
Demon in My View,4.04,eng,192,10944,390,2000,3,0,0
Shattered Mirror,4.03,eng,240,9408,254,2000,3,0,0
Midnight Predator,4.02,eng,256,8039,177,2000,4,0,0
The Pound Era,4.37,eng,624,614,29,1970,3,0,0
Ricochet,3.97,eng,400,15225,544,2000,1,0,0
The Alibi,4.04,eng,564,20164,523,2000,4,0,0
A Whole New Light,3.55,eng,227,2955,203,2000,3,0,0
Where There's Smoke,3.97,eng,512,5861,230,1990,2,0,0
22 Indigo Place,3.63,eng,200,2537,79,1990,1,0,0
Led Astray (Hellraisers  #1),3.76,eng,240,2647,143,2000,1,1,1
Tidings of Great Joy,3.62,eng,231,1707,74,1990,4,0,0
A Secret Splendor,3.66,eng,280,1328,32,2000,1,1,0
Love Beyond Reason,3.64,eng,272,1822,90,2000,2,1,0
Words of Silk,3.56,eng,224,2677,136,2000,2,1,0
Two Alone,3.7,eng,282,2155,142,2000,1,1,0
Not Even for Love,3.49,eng,208,1705,95,2000,2,1,0
Charade,3.94,en-US,496,6044,250,1990,3,0,0
Exclusive,3.97,eng,496,5852,342,1990,3,0,0
Send No Flowers (Bed & Breakfast #2),3.56,eng,225,2592,80,2000,1,0,1
The Thrill of Victory,3.62,eng,240,1097,56,2000,1,1,0
Heaven's Price,3.54,eng,240,1828,58,1990,4,0,0
Riley in the Morning,3.44,eng,224,2268,49,2000,4,0,0
The Rana Look,3.51,eng,256,2437,96,2000,4,0,0
Texas! Sage (Texas! Tyler Family Saga  #3),4.02,eng,352,6114,195,1990,1,0,1
Temperatures Rising,3.45,eng,214,2059,80,2000,4,0,0
A Kiss Remembered,3.47,eng,224,3667,164,2000,2,1,0
Adam's Fall (Mason Sisters  #2),3.74,eng,208,3065,94,2000,4,0,1
Seduction by Design,3.56,eng,224,2882,116,2000,1,1,0
Prime Time,3.58,eng,256,2005,60,1990,3,1,0
Tiger Prince,3.78,eng,304,2275,75,1990,3,1,0
Best Kept Secrets,3.77,eng,480,5805,298,2000,4,0,0
Tomorrow's Promise,3.71,eng,304,1764,69,2000,2,0,0
Sweet Anger,3.59,eng,320,2288,86,1990,1,1,0
Demon Rumm,3.35,eng,230,3122,144,2000,4,0,0
Breakfast in Bed (Bed & Breakfast #1),3.54,eng,240,53,6,1990,4,0,1
Above and Beyond,3.73,eng,240,2149,87,2000,1,1,0
Fanta C (Mason Sisters  #1),3.62,eng,256,2317,63,1990,1,0,1
Relentless Desire,3.63,eng,183,22,4,1980,4,0,0
Sunny Chandler's Return,3.59,eng,256,2973,138,2000,4,0,0
Sandra Brown: Three Complete Novels (Best Kept Secrets  Mirror Image  and Slow Heat in Heaven),4.21,eng,784,343,5,1990,2,0,0
The Devil's Own (Hellraiser #2),3.78,en-US,240,65,9,2000,1,1,1
The Switch,3.92,eng,576,9295,478,2000,3,0,0
Play Dirty,3.92,eng,404,9552,627,2000,3,0,0
A Secret Splendor,3.66,eng,297,18,2,1990,1,1,0
Texas! Trilogy,4.29,eng,600,949,39,1990,2,0,0
Betrogen,3.92,ger,512,5,0,2000,1,0,0
Tempest in Eden,3.48,eng,229,1560,57,2000,2,0,0
The Killing of Monday Brown,3.45,eng,320,92,11,1990,3,0,0
Un nuevo amanecer,3.98,spa,560,3,1,2000,1,1,0
Fanta C (Loveswept   #217),3.62,eng,192,12,1,1980,4,0,1
Anhelos ocultos,3.94,spa,380,32,8,1990,1,1,0
Schöne Lügen,3.6,ger,255,13,1,2000,3,1,0
Yesterday  I Cried,4.23,en-US,304,2311,151,2000,1,0,0
The Communist Manifesto,3.55,eng,288,75488,2716,2000,2,1,0
The Communist Manifesto and Other Revolutionary Writings: Marx  Marat  Paine  Mao  Gandhi  and Others,3.85,eng,284,311,18,2000,1,1,1
The Communist Manifesto with Related Documents,3.55,en-US,184,97,5,1990,1,1,0
The Communist Manifesto,3.55,eng,221,138,20,2000,4,1,0
The Communist Manifesto,3.55,en-US,88,138,18,2000,4,1,0
The Communist Manifesto and Other Writings,3.65,eng,224,26,0,2000,4,1,0
The Communist Manifesto,3.55,eng,48,733,55,1940,2,1,0
The Communist Manifesto (Great Ideas),3.55,en-US,128,251,13,2000,2,1,0
Paula Spencer,3.78,en-US,281,1956,186,2000,1,0,0
Paddy Clarke Ha Ha Ha,3.76,eng,307,17042,586,1990,2,0,0
Introducing Sartre (Introducing... S.),3.58,eng,176,53,9,2000,2,1,0
Colonialism and Neocolonialism,3.79,eng,252,137,11,2000,1,1,0
Tête-à-Tête: Simone de Beauvoir and Jean-Paul Sartre,4.11,eng,432,108,16,2000,4,0,0
Observations on the Feeling of the Beautiful and Sublime,3.64,eng,124,435,24,2000,1,1,0
A Philosophical Enquiry into the Origin of our Ideas of the Sublime and Beautiful,3.76,eng,208,1239,54,1990,4,1,0
American Sublime: Poems,3.8,eng,96,196,22,2000,4,0,0
Beauty and the Contemporary Sublime,3.56,eng,180,39,5,1990,4,0,0
Cigarettes Are Sublime,3.81,en-US,232,138,18,1990,1,0,0
The Art of the Ridiculous Sublime: On David Lynch's Lost Highway,3.72,eng,56,275,22,2000,2,1,0
Why Orwell Matters,3.93,eng,211,2852,188,2000,3,0,0
Shooting an Elephant,4.12,eng,368,7029,255,2000,2,0,0
Ape and Essence,3.76,eng,222,3733,197,1990,3,0,0
Complete Essays 1  1920-25,4.33,en-GB,480,16,2,2000,4,1,0
The Mottled Lizard,4.01,eng,334,311,29,1980,1,0,0
Complete Essays 4  1936-38,4.29,en-US,416,7,2,2000,4,1,0
Plato in 90 Minutes,3.23,eng,89,515,63,1990,3,0,0
The Atlantis Dialogue,3.77,en-GB,46,34,3,2000,1,1,0
Cancer Ward,4.21,eng,536,79,10,1990,2,1,0
Despair,3.92,eng,163,197,23,2000,4,0,0
Cliffs of Despair: A Journey to Suicide's Edge,3.73,en-US,256,70,12,2000,4,0,0
Inconceivable: A Woman's Triumph Over Despair and Statistics,3.83,eng,224,170,25,2000,4,1,0
Diary of a Man in Despair,4.24,eng,264,34,5,2010,1,1,0
Winston S. Churchill  Volume VIII: 'Never Despair ' 1945-1965,4.25,eng,1438,19,1,1980,3,0,1
Pnin,3.9,eng,143,13925,848,2000,2,1,0
The Hunchback of Notre-Dame,4.0,eng,510,140529,2558,2000,2,1,0
The Hunchback of Notre-Dame,4.0,en-US,534,140,22,2000,4,1,0
The Art of the Hunchback of Notre Dame,4.44,eng,192,7,1,1990,4,1,0
Art and Culture: Critical Essays,3.9,eng,288,472,15,1970,2,1,0
Readings for Meditation and Reflection,4.32,eng,176,272,27,1990,1,1,0
C.S. Lewis and the Catholic Church,3.88,eng,175,165,17,2000,1,0,0
The Collected Letters of C.S. Lewis  Volume 1: Family Letters  1905-1931,4.36,eng,1072,121,21,2000,2,1,1
Letters to Children,4.19,eng,128,1634,134,1990,1,1,0
Cartas del diablo a su sobrino,4.22,spa,144,409,54,2000,1,1,0
The Four Loves,4.14,en-US,170,34681,1084,2000,2,0,0
What Christians Believe,4.24,en-US,98,566,73,2000,1,0,0
C. S. Lewis: Life  Works  and Legacy,4.43,eng,1416,6,0,2000,2,1,0
The Art of Listening,4.12,en-US,204,290,16,1990,3,1,0
Beyond the Chains of Illusion: My Encounter with Marx and Freud,4.07,eng,152,285,20,2000,4,1,0
The Art of Loving by Erich Fromm: A True Story of a Japanese Woman,1.67,eng,227,3,2,2000,4,0,0
Marx's Concept of Man,4.02,en-US,224,556,36,2000,4,1,0
Meditations on First Philosophy,3.71,eng,59,16700,353,1990,4,1,0
Meditations,4.23,eng,303,76332,3206,2000,2,1,0
Gulliver's Travels,3.57,en-US,148,7,0,2000,3,1,0
The Sleepwalkers: A History of Man's Changing Vision of the Universe,4.25,en-US,624,713,67,1990,2,1,0
Darkness at Noon,4.04,eng,273,1307,161,2000,4,1,0
The Thirteenth Tribe,3.93,eng,224,9,3,1970,3,0,0
The Act of Creation,4.26,en-US,752,365,24,1990,4,0,0
The Ghost in the Machine,4.0,eng,400,472,33,1990,4,0,0
The Case of the Midwife Toad,3.79,en-GB,187,166,16,1970,2,0,0
The Invisible Writing,4.31,eng,544,115,16,2000,3,0,0
Up in the Air,2.86,eng,320,3504,490,2000,3,0,0
Thumbsucker,3.44,eng,300,1203,111,1990,4,0,0
Crazy Lady!,3.64,eng,192,1510,100,1990,1,0,0
Be the Person You Want to Find: Relationship and Self-Discovery,4.25,eng,228,278,22,1990,3,1,0
Making a Change for Good: A Guide to Compassionate Self-Discipline,3.93,eng,128,304,36,2000,1,0,0
The Total Library: Non-Fiction 1922-1986,4.52,eng,560,164,17,2000,1,1,0
Ficciones,4.45,eng,192,424,54,1990,2,1,0
Montaigne: Essays,4.16,eng,416,1214,72,1990,3,1,0
The Complete Works,4.44,eng,1392,166,13,2000,2,1,0
The Complete Essays,4.24,eng,1344,10657,290,1990,1,1,0
On Friendship,3.73,eng,128,50,6,2000,3,1,0
To America with Love: Letters from the Underground,3.96,eng,224,69,3,2000,3,1,0
The Stories (So Far),4.0,eng,496,209,19,1990,1,0,0
Hellsing  Vol. 03 (Hellsing  #3),4.37,en-US,164,4831,63,2000,2,0,1
Hellsing  Vol. 04 (Hellsing  #4),4.28,eng,208,2596,56,2000,3,0,1
Verserade tankar,3.0,swe,128,1,0,1990,3,1,0
Reefer Madness: Sex  Drugs  and Cheap Labor in the American Black Market,3.78,eng,352,5330,353,2000,2,0,0
Feeding the Future: From Fat to Famine  How to Solve the World's Food Crises,3.48,eng,336,2,0,2000,3,1,0
Chew on This: Everything You Don't Want to Know About Fast Food,3.76,eng,259,3745,841,2000,2,1,0
Shaken (Left Behind: The Kids  #23-25),4.32,eng,384,217,2,2000,1,1,1
The Rapture: In the Twinkling of an Eye   (Before They Were Left Behind  #3),4.15,en-GB,351,2855,114,2000,1,1,1
Kingdom Come: The Final Victory (Left Behind  #13),3.98,eng,356,4148,177,2000,2,1,1
John's Story: The Last Eyewitness (The Jesus Chronicles  #1),3.94,eng,310,1144,108,2000,4,1,1
Silenced: The Wrath of God Descends (Underground Zealot  #2),4.24,eng,368,1532,40,2000,1,0,1
Restless Till We Rest in You: 60 Reflections from the Writings of St. Augustine (Saints Speak Today),4.67,eng,158,6,1,1990,4,0,0
A Woman in Berlin: Eight Weeks in the Conquered City: A Diary,4.33,eng,261,6232,713,2000,3,1,0
The Woman Warrior,3.73,eng,204,21189,1195,1980,2,0,0
A Woman in Jerusalem,3.43,en-US,256,851,132,2000,3,1,0
The Kept Woman,3.81,eng,384,4037,143,2000,2,0,0
My Woman His Wife,4.38,en-US,260,971,65,2000,3,0,0
Woman Hollering Creek and Other Stories,4.04,eng,192,8107,379,1990,1,0,0
The Bean Trees (Greer Family  #1),3.97,eng,232,120383,5290,1980,1,0,1
The Crazyladies of Pearl Street,3.77,eng,384,1063,157,2000,2,0,0
The Summer of Katya,3.99,eng,288,2257,116,2000,2,0,0
The Main,3.86,eng,352,920,32,2000,3,0,0
The Eiger Sanction (Jonathan Hemlock  #1),4.06,eng,336,10385,152,2000,2,0,1
Time to Learn: How to Create High Schools That Serve All Students,3.5,en-US,216,8,2,2000,3,1,0
