title,average_rating,language_code,num_pages,ratings_count,text_reviews_count,decade,quarter,tra_co,multivolume,len_title,polarity,subjectivity
black hearts battersea,4.13,en-US,240,3626,145,1990,4,1,1,26,-0.16666666666666666,0.43333333333333335
a small pinch weather,4.26,eng,239,122,11,2000,1,0,0,24,-0.25,0.4
the cuckoo tree,4.04,eng,304,878,44,2000,3,0,1,16,0.0,0.0
nightbirds nantucket,4.13,eng,218,1946,96,1990,4,0,1,24,0.0,0.0
seminole song,3.71,eng,320,46,11,1990,1,0,0,13,0.0,0.0
mary engelbreit home companion,4.12,eng,128,60,2,1990,3,1,0,32,0.0,0.0
mary engelbreit mother goose one hundred best loved verses,4.37,en-US,128,567,50,2000,3,1,0,61,0.85,0.55
save date a spirituality dating love dinner divine,3.6,eng,191,5,1,2000,3,0,0,69,0.5,0.6
killing imposter god philip pullman spiritual imagination his dark materials,3.67,en-GB,224,42,12,2000,3,1,0,86,-0.075,0.26666666666666666
teaching world children esl ages three seven,3.4,eng,101,5,3,2000,2,1,0,59,0.0,0.0
seven miles second,4.04,eng,59,84,6,1990,2,1,0,20,0.0,0.0
drop the rock removing character defects steps six seven,4.44,en-US,132,955,41,2000,1,1,0,63,0.0,0.0
the oxford dictionary quotations,4.2,en-US,1536,37,2,1990,4,0,0,35,0.0,0.0
liberty before liberalism,3.9,eng,156,131,10,1990,1,0,0,25,0.0,0.0
the return grand theory human sciences,3.88,en-US,224,31,3,1990,3,0,0,48,0.25,0.55
symptomatic,3.32,eng,220,523,65,2000,1,0,0,11,0.0,0.0
tales magick dark adventure,3.45,eng,96,38,2,1990,4,1,0,31,-0.15,0.4
doctor tandy first guide life extension transhumanity,4.0,eng,292,3,0,2000,4,1,0,62,0.25,0.3333333333333333
tyrannosaurus wrecks,5.0,eng,24,2,1,2000,1,1,1,21,0.0,0.0
bailando al rescate,3.47,spa,24,2,0,2000,3,1,0,20,0.0,0.0
richard kern action,3.84,eng,280,13,0,2000,1,1,0,20,0.1,0.1
on film,3.9,eng,152,37,1,2000,4,0,0,8,0.0,0.0
warren g harding,3.73,eng,202,764,82,2000,1,1,1,18,0.0,0.0
prince city,3.56,eng,317,58,0,1990,1,0,0,18,0.0,0.0
spawn azathoth herald end time,3.79,eng,197,22,1,2000,2,0,0,45,0.0,0.0
chester,3.74,eng,64,196,31,1980,2,0,0,7,0.0,0.0
stanley,3.61,eng,64,8,1,1990,4,0,0,7,0.0,0.0
grizzwold,3.82,eng,64,214,23,1980,3,0,0,9,0.0,0.0
captain cat,3.65,eng,48,110,15,1990,2,0,0,11,0.0,0.0
once upon gulf coast summer,3.44,en-US,368,36,9,2000,1,0,0,29,0.0,0.0
margaret atwood power mirrors reflections images select fiction poetry,3.43,eng,176,7,1,1990,4,0,0,85,0.0,0.0
the bears hemlock mountain,3.79,eng,58,2164,147,1990,4,1,0,29,0.0,0.0
hoodwinked,4.43,en-US,277,976,30,2000,3,0,0,10,0.0,0.0
the risk darkness,3.95,eng,320,3060,264,2000,3,0,1,21,0.0,0.0
the pure heart,3.92,en-GB,370,45,10,2000,2,0,1,18,0.21428571428571427,0.5
the woman black,3.71,eng,138,31467,3061,2000,4,1,0,18,-0.16666666666666666,0.43333333333333335
the pure heart,3.92,eng,320,4245,347,2000,2,0,1,18,0.21428571428571427,0.5
the various haunts men,3.82,eng,438,8361,819,2000,2,0,1,26,0.0,0.5
septem quae supersunt tragoediae,4.1,grc,352,6,0,1970,1,1,0,32,0.0,0.0
鋼の錬金術師 hagane renkinjutsushi,4.5,jpn,180,56,10,2000,1,0,1,38,0.0,0.0
鋼の錬金術師 4,4.55,jpn,184,20,2,2000,1,0,1,9,0.0,0.0
鋼の錬金術師 5,4.56,jpn,188,20,1,2000,2,0,1,9,0.0,0.0
鋼の錬金術師 3,4.56,jpn,182,22,2,2000,3,0,1,9,0.0,0.0
鋼の錬金術師 8,4.57,jpn,192,22,1,2000,3,0,0,9,0.0,0.0
love executioner and other tales of psychotherapy,4.21,eng,270,226,17,1990,1,0,0,52,0.1875,0.4875
old filth,3.93,eng,290,10337,1619,2000,2,0,1,10,0.1,0.2
filth,3.73,eng,393,148,17,1990,3,0,0,5,0.0,0.0
the gospel filth a bible decadence darkness,4.45,eng,544,114,6,2010,1,1,0,52,0.0,0.0
divine filth lost writings,3.88,eng,160,76,2,2000,3,0,0,28,0.0,0.0
filth dirt disgust modern life,4.08,eng,360,11,0,2000,4,0,0,37,0.2,0.3
pink flamingos other filth three screenplays,4.21,eng,258,48,3,2000,2,0,0,49,-0.1125,0.3375
let it be love,3.79,eng,384,1212,45,2000,4,0,1,15,0.5,0.6
the marriage lesson,3.9,eng,372,1484,67,2000,2,0,1,20,0.0,0.0
when we meet again,3.87,eng,384,1320,58,2000,2,0,1,19,0.0,0.0
her highness my wife,3.66,eng,362,992,47,2000,3,0,1,22,0.0,0.0
love with proper husband,3.85,eng,358,1471,61,2000,1,0,1,29,0.25,0.35
the lady question,3.77,eng,384,1286,60,2000,4,0,1,21,0.0,0.0
going being buddhism way change,3.99,eng,240,576,48,2000,1,0,0,46,0.0,0.0
a new history early english drama,4.05,eng,579,20,1,1990,3,1,0,36,0.07878787878787878,0.2515151515151515
the shell seekers,4.15,eng,530,84085,2230,2000,2,0,0,17,0.0,0.0
cat cradle,3.85,eng,412,151,14,1980,2,0,1,13,0.0,0.0
five patients,3.48,eng,235,74,8,1990,1,0,0,13,0.0,0.0
undertaker mind john monro mad doctoring eighteenth century england,3.42,eng,386,12,1,2000,4,1,0,82,-0.625,1.0
consider lilies,3.88,eng,144,332,33,1940,1,1,0,19,0.0,0.0
the admirable crichton,3.72,eng,88,304,36,2000,4,0,0,22,0.0,0.0
the delta star,3.66,eng,291,592,20,1980,1,0,0,14,0.0,0.0
finnegan week,3.63,eng,352,561,42,1990,3,0,0,15,0.0,0.0
the miraculous journey edward tulane,4.37,eng,200,66426,8035,2000,1,1,0,39,0.0,0.0
the tiger rising,3.82,eng,128,19133,2279,2000,3,0,0,16,0.0,0.0
mercy watson goes ride,4.15,eng,72,4162,332,2000,2,1,0,28,0.0,0.0
the tale despereaux,4.04,eng,267,142149,8457,2000,3,1,0,22,0.0,0.0
mercy watson rescue,4.05,eng,68,8987,831,2000,3,1,0,26,0.0,0.0
mercy watson princess disguise,4.16,eng,70,2973,202,2000,3,1,0,34,0.0,0.0
the mill floss,3.79,en-GB,536,198,32,1990,1,0,0,21,0.0,0.0
culture shock laos,3.29,eng,220,12,1,2000,1,0,0,20,0.0,0.0
the cambridge companion plotinus,4.36,eng,480,21,2,1990,4,0,0,35,0.0,0.0
in land lawn weenies other warped creepy tales,3.96,en-US,256,720,69,2000,2,0,1,66,-0.3125,0.6875
hidden talents,3.94,eng,240,2378,271,2000,1,0,1,15,-0.16666666666666666,0.3333333333333333
dunk,3.8,eng,272,911,118,2000,2,0,0,4,0.0,0.0
carnet voyage,3.76,en-US,224,4415,400,2000,3,0,0,16,0.0,0.0
dark horse deluxe journal craig thompson angels demons,3.52,eng,128,46,1,2000,4,0,0,61,0.22499999999999998,0.65
good bye chunky rice,3.8,eng,125,7182,468,2000,2,0,0,21,0.7,0.6000000000000001
adieu chunky rice,3.8,spa,128,10,1,2000,2,0,0,18,0.0,0.0
balanchine a biography,4.31,eng,413,63,4,1990,4,0,0,23,0.0,0.0
a scandalous life the biography jane digby,4.02,en-US,365,850,92,2000,2,0,0,46,0.0,0.0
the splendid outcast beryl markham african stories,3.72,eng,139,307,33,1980,4,1,0,53,0.4166666666666667,0.5
eyes prey,4.18,eng,358,18802,519,2000,1,0,1,13,0.0,0.0
sharpe prey,4.05,eng,288,293,23,2010,4,0,1,14,0.0,0.0
broken prey,4.18,eng,481,12808,453,2000,2,0,1,12,-0.4,0.4
rules prey,4.11,eng,479,62767,1738,2000,3,0,1,14,0.0,0.0
certain prey,4.22,eng,384,15377,416,2000,1,0,1,13,0.21428571428571427,0.5714285714285714
winter prey,4.26,eng,400,35806,503,1990,1,0,1,12,0.0,0.0
destiny daughters,4.2,eng,292,71,8,2000,1,1,0,19,0.0,0.0
fragments,3.8,eng,148,127,11,2000,1,1,0,9,0.0,0.0
the consumer society myths structures,4.11,eng,224,698,28,1990,2,1,0,42,0.0,0.0
the vital illusion,3.84,eng,96,117,7,2000,4,1,0,18,0.1,0.4
hijos medianoche,3.98,spa,798,63,13,2000,1,1,0,22,0.0,0.0
wicked ties,3.96,en-US,341,22055,1141,2000,1,0,1,12,0.0,0.0
on wicked dawn,4.06,eng,448,5708,133,2000,2,0,1,17,0.0,0.0
the wicked,4.41,en-US,389,1778,36,2000,3,0,1,11,0.0,0.0
wicked sacrifice,4.21,eng,290,2128,27,2000,4,0,1,17,0.0,0.0
my wicked pirate,3.9,eng,432,502,33,2000,4,0,0,16,0.0,0.0
wicked dreams,3.67,eng,112,3,0,2000,3,0,0,13,0.0,0.0
if i have wicked stepmother where my prince,3.66,en-US,283,4393,432,2000,3,0,0,49,0.0,0.0
a couple april fools,3.48,eng,240,3,0,2000,1,1,1,24,0.0,0.0
the good liar,3.54,eng,144,125,22,2000,2,0,0,13,0.7,0.6000000000000001
seven spiders spinning,3.6,eng,144,264,30,1990,3,1,1,23,0.0,0.0
three rotten eggs,3.74,eng,240,79,5,2000,1,1,1,18,0.0,0.0
das tulpenhaus oder bekenntnisse einer häßlichen stiefschwester,3.53,ger,377,1,1,2000,4,1,0,63,0.0,0.0
on night you were born,4.36,en-US,32,12837,505,2000,4,0,0,26,0.0,0.0
the night museum,3.91,eng,32,817,34,2000,4,0,0,23,0.0,0.0
the heart is lonely hunter,3.98,eng,359,77530,4685,2000,3,0,0,28,-0.09999999999999998,0.7
the heart is lonely hunter,3.98,eng,317,1459,169,2000,3,1,0,28,-0.09999999999999998,0.7
the prime miss jean brodie the girls slender means the driver seat the only problem,3.79,eng,512,1477,90,2000,2,0,0,97,0.0,1.0
the prime miss jean brodie the girls slender means the driver seat the only problem,3.79,eng,462,92,15,2000,2,0,0,97,0.0,1.0
the pat hobby stories,3.56,eng,192,927,100,1990,4,1,0,21,0.0,0.0
the pursuit well beloved the well beloved,3.61,eng,416,127,10,1990,3,1,0,50,0.7,1.0
playing dark whiteness literary imagination,4.24,eng,110,3738,241,1990,2,0,0,59,-0.024999999999999994,0.25
the big box,3.95,eng,48,390,98,2000,3,1,0,11,0.0,0.1
their eyes were watching god,3.91,eng,219,220309,9536,2000,2,0,0,28,0.0,0.0
grasping god word a hands on approach reading interpreting applying bible,4.17,en-US,462,811,68,2000,3,1,0,89,0.0,0.0
the short stories ernest hemingway,4.26,eng,499,113,12,1980,1,0,0,37,0.0,0.3
little big book god children,4.88,en-US,352,8,0,2000,3,1,0,34,-0.09375,0.3
little children,3.62,eng,355,26316,1968,2000,1,0,0,15,-0.1875,0.5
dale loves sophie death,3.23,en-US,256,244,23,2000,3,0,0,26,0.0,0.0
the secret life bees,4.05,eng,302,1044725,26279,2000,1,0,0,23,-0.4,0.7
hokkaido highway blues hitchhiking japan,4.0,eng,344,2837,195,2000,2,0,0,41,0.0,0.0
the martian chronicles,4.14,eng,259,46,2,2000,4,1,0,22,0.0,0.0
you know you love me,3.52,en-US,240,19261,648,2000,3,0,1,21,0.5,0.6
them adventures extremists,3.95,eng,328,1103,96,2000,1,0,0,32,0.0,0.0
why i hate canadians,3.72,en-GB,220,630,48,2000,1,0,0,20,-0.8,0.9
happiness,3.79,eng,320,2256,182,2000,2,0,0,9,0.7,0.2
discovering god will,4.24,eng,126,92,17,1980,1,0,0,22,0.0,0.0
the truth matter,3.09,eng,352,194,40,2000,4,0,0,23,0.0,0.0
spinoza a life,4.1,eng,422,234,23,2000,2,0,0,15,0.0,0.0
organizational architecture designs changing organizations,4.62,eng,304,2,0,1990,2,1,0,63,0.0,0.0
henry v,3.88,eng,294,35155,832,2000,2,1,0,7,0.0,0.0
erotism death sensuality,4.11,eng,288,1818,55,2000,1,1,0,29,0.0,0.0
the weimar republic the crisis classical modernity,3.84,eng,360,198,11,1990,3,1,0,54,0.0,0.0
adam eve pinch me,3.64,eng,368,1932,131,2000,1,0,0,25,0.0,0.0
a pinch snuff,3.84,eng,336,1077,47,1990,3,0,1,17,0.0,0.0
egyptian myth a very short introduction,3.61,eng,143,189,18,2000,3,0,0,40,0.0,0.39
a pinch poison,3.57,eng,249,328,29,1990,4,0,1,18,0.0,0.0
persuasion,4.14,eng,242,1532,61,1990,4,0,0,10,0.0,0.0
beyond seduction,3.7,eng,297,1329,60,2000,2,0,1,17,0.0,0.0
sense sensibility,4.07,eng,327,6853,249,2000,2,1,0,21,0.0,0.0
sense sensibility,4.07,eng,346,528,39,1990,1,1,0,21,0.0,0.0
sense sensibility,4.07,eng,312,1189,86,2000,4,1,0,21,0.0,0.0
sense sensibility,4.07,eng,336,655,67,2000,3,1,0,21,0.0,0.0
one flew over cuckoo nest,4.13,eng,72,4,0,2000,3,1,0,32,0.0,0.0
a different mirror a history multicultural america,4.13,en-US,508,3389,212,1990,2,0,0,54,0.0,0.6
trapped mirror adult children narcissists their struggle self,3.82,en-US,272,779,82,1990,1,0,0,79,-0.05,0.15
the buddha your mirror practical buddhism search self,4.28,eng,230,732,72,2000,4,1,0,69,0.0,0.0
a distant mirror the calamitous 14th century,4.08,eng,704,143,26,1980,3,0,0,45,-0.1,0.35
the lemon table,3.68,eng,241,2043,167,2000,2,0,0,15,0.0,0.0
the criminal mastermind collection bks 3,4.36,en-US,912,858,12,2000,3,0,1,44,-0.4,0.55
encuentro en el ártico,3.95,spa,344,3,0,2000,1,0,1,23,0.0,0.0
the eternity code,4.04,eng,309,221,13,2000,4,0,1,18,0.0,0.0
el cubo b,4.04,spa,352,17,0,2000,3,1,1,10,0.0,0.0
the eternity code,4.04,eng,329,187,6,2000,2,0,1,18,0.0,0.0
forget me not photography remembrance,4.22,eng,128,56,8,2000,3,0,0,42,0.0,0.0
monsoon summer,3.82,eng,257,588,107,2000,2,0,0,14,0.0,0.0
warlock,4.04,eng,642,11169,272,2000,3,0,1,8,0.0,0.0
sea thunder four commanders last great naval campaign 1941 1945,4.11,eng,415,2414,131,2000,4,0,0,75,0.4,0.4083333333333333
gift sea,4.17,en-US,132,1372,187,1990,4,0,0,17,0.0,0.0
wide sargasso sea a reader guide essential criticism,3.63,eng,194,166,10,2000,3,0,0,58,-0.05,0.35
the good housekeeping illustrated cookbook,4.37,eng,512,1160,35,1980,4,1,0,42,0.7,0.6000000000000001
evelina,3.67,eng,455,12101,495,2000,3,1,0,7,0.0,0.0
dancing on air,4.0,eng,157,10,1,2000,2,0,0,14,0.0,0.0
holding on air,4.09,eng,352,524,40,2000,3,1,0,21,0.0,0.0
the turtle,4.07,eng,48,155,13,2000,1,1,1,11,0.0,0.0
the body lighthouse,3.68,en-US,352,434,28,2000,1,0,0,26,0.0,0.0
american tragedy kennedy johnson origins vietnam war,3.51,eng,576,30,3,2000,1,0,0,70,0.0,0.0
the sun also rises,3.82,eng,247,62,9,1980,4,0,0,18,0.0,0.0
the call wild,3.86,eng,128,188,16,1990,4,1,0,20,0.1,0.4
the call wild,3.86,eng,139,2210,157,2000,1,1,0,20,0.1,0.4
the call wild selected stories 100th anniversary ed,3.82,eng,192,54,12,1990,4,1,0,64,0.1,0.4
fahrenheit 451,3.99,spa,176,580,64,2000,4,1,0,14,0.0,0.0
the lion witch wardrobe,4.25,eng,48,6307,64,2000,3,1,1,37,0.0,0.0
the lion witch wardrobe,4.21,eng,189,652,70,2000,4,1,1,37,0.0,0.0
the lion witch wardrobe,4.21,en-US,189,59,7,2000,4,1,0,37,0.0,0.0
new moon,3.86,eng,323,634,30,2000,1,0,1,9,0.13636363636363635,0.45454545454545453
health the basics,3.58,en-US,480,6,0,2000,1,0,1,19,0.0,0.0
cliffsnotes eliot middlemarch,4.14,eng,109,7,2,1960,3,1,0,34,0.0,0.0
alice adventures wonderland,4.02,eng,356,73,8,2000,3,1,0,32,0.0,0.0
anne island tales avonlea,4.3,eng,573,417,5,1990,1,0,0,39,0.0,0.0
a christmas carol the night before christmas,4.35,eng,156,91,15,2000,4,1,0,48,0.0,0.0
in search dracula the history dracula vampires,3.87,eng,320,1257,76,1990,4,1,0,57,0.0,0.0
the annotated charlotte web,4.17,eng,320,43,2,2000,4,1,0,29,0.0,0.0
just long we together,4.07,eng,202,9375,422,2000,2,0,0,30,-0.05,0.4
wifey smart women,3.68,eng,560,376,20,2000,4,0,0,19,0.21428571428571427,0.6428571428571429
forever,3.62,eng,199,239,51,2000,4,0,0,10,0.0,0.0
fudge mania,4.01,eng,176,26588,538,2000,1,0,1,14,0.0,0.0
tales fourth grade nothing,4.1,eng,144,122085,2156,2000,1,0,1,32,0.0,0.0
forever,3.62,eng,178,45863,2952,2000,2,0,0,13,0.0,0.0
wifey,3.36,eng,304,11056,750,2000,3,0,0,5,0.0,0.0
everything i needed know being girl i learned judy blume,3.47,eng,275,1750,323,2000,2,1,0,72,0.0,0.0
bff just as long as we together here you rachel robinson,4.26,eng,512,479,64,2000,1,0,0,70,-0.05,0.4
yosemite its discovery its wonder its people,3.96,eng,289,23,2,1980,4,0,0,50,0.0,0.0
a man people,3.87,eng,160,3294,208,2010,3,0,0,19,0.0,0.0
collected poems,3.74,eng,84,213,25,2000,1,0,0,15,0.0,0.0
arrow god,3.81,eng,230,4198,300,1980,1,0,1,13,0.0,0.0
anatomy boyfriend,3.41,eng,259,4470,485,2000,1,0,1,23,0.0,0.0
lithium medea,3.95,eng,362,344,33,2000,1,1,0,17,0.0,0.0
die leiden des jungen werther,3.67,ger,142,24,1,1990,1,1,0,29,0.0,0.0
the odyssey,3.76,en-US,239,242,25,1990,4,1,0,11,0.0,0.0
caesar commentaries on gallic war on civil war,4.12,eng,340,424,31,2000,4,1,0,59,0.0,0.0
the conquest gaul,3.99,eng,288,56,8,2000,3,1,0,20,0.0,0.0
the assassination julius caesar a people history ancient rome,4.17,eng,276,685,73,2000,3,0,0,70,0.0,0.0
letters earth uncensored writings,4.21,eng,321,6568,376,2000,1,1,0,43,0.0,0.0
mark twain selected works,4.22,eng,690,41,1,1990,4,0,0,26,0.0,0.0
the blazing center study guide the soul satisfying supremacy god all things,4.3,eng,112,20,0,2000,3,0,0,82,0.2,0.55
the god small things,3.94,en-US,321,6667,722,1990,2,0,0,23,-0.25,0.4
balzac und die kleine chinesische schneiderin,3.64,ger,200,343,15,2000,3,0,0,45,0.0,0.0
the wit wisdom winston churchill,3.98,eng,256,181,15,2000,4,1,0,38,0.0,0.0
winston churchill,3.83,en-GB,196,821,91,2000,4,0,0,17,0.0,0.0
the illustrated garden book a new anthology,4.19,eng,192,1,1,1980,4,1,0,44,0.13636363636363635,0.45454545454545453
the long hard road out hell,3.89,eng,275,22293,1141,1990,1,1,0,30,-0.17083333333333334,0.4708333333333333
dissecting marilyn manson,3.86,eng,192,526,9,2000,4,0,0,25,0.0,0.0
marilyn manson,3.36,en-US,192,116,5,1990,2,0,0,14,0.0,0.0
marilyn manson the lonely watchman,4.0,eng,224,3,0,2000,1,0,0,35,-0.09999999999999998,0.7
philosophical papers volume human agency language,4.35,eng,304,52,1,1980,1,0,1,57,0.0,0.05
sources self the making modern identity,4.2,eng,624,1355,54,1990,1,0,0,54,0.2,0.3
the ethics authenticity,3.92,eng,152,697,49,1990,3,0,0,26,0.0,0.0
multiculturalism,3.8,eng,192,341,17,1990,3,1,0,16,0.0,0.0
charles taylor,3.6,eng,220,14,0,2000,1,0,0,14,0.0,0.0
built to last building america amazing bridges dams tunnels skyscrapers,4.12,eng,128,24,6,2000,4,0,0,82,0.30000000000000004,0.48333333333333334
the art start the time tested battle hardened guide anyone starting anything,3.87,eng,240,22375,402,2000,3,0,0,89,0.0,0.1
the death shift the true story nurse genene texas baby murders,3.78,eng,400,118,11,1990,2,0,0,74,0.35,0.65
turn cards,3.69,eng,432,567,18,1990,1,1,1,18,0.0,0.0
dr seuss,4.33,eng,24,14,1,2000,1,0,0,10,0.0,0.0
go jump pool,4.16,eng,192,1419,38,1990,1,0,1,21,0.0,0.0
the pusher,3.9,eng,192,1098,75,2000,3,0,1,11,0.0,0.0
eight black horses,3.92,eng,336,734,40,2000,2,1,1,19,-0.16666666666666666,0.43333333333333335
fiddlers,3.86,eng,276,788,85,2000,3,1,1,9,0.0,0.0
the last dance,3.69,eng,336,752,57,2000,4,0,1,15,0.0,0.06666666666666667
the listener bible niv,4.6,eng,77,28,3,2000,1,1,0,25,0.0,0.0
information technology management transforming organizations digital economy,3.93,eng,724,109,3,2000,1,1,0,88,0.0,0.0
a search what makes sense finding faith,3.59,eng,187,132,15,2000,1,1,0,44,0.0,0.0
police brutality an anthology,3.8,eng,320,47,6,2000,2,1,0,30,0.0,0.0
reluctant burglar,3.67,en-US,345,177,27,2000,3,0,1,18,0.0,0.0
q the autobiography quincy jones,4.09,eng,432,639,51,2000,4,0,0,36,0.0,0.0
mansion on the hill dylan young geffen springsteen head collision rock commerce,3.91,eng,448,2,0,2000,3,0,0,98,0.1,0.4
lady hill how biltmore estate became american icon,3.91,eng,331,414,60,2000,1,0,0,61,0.0,0.0
hit men power brokers fast money inside music business,3.94,eng,432,689,44,1990,3,1,0,63,0.2,0.6
savannah blues,3.99,en-US,404,16006,1049,2010,3,0,1,15,0.0,0.0
the last shogun the life tokugawa yoshinobu,3.76,eng,256,296,29,2000,3,1,0,47,0.0,0.06666666666666667
shōgun,4.39,eng,1152,4902,299,1990,4,0,1,7,0.0,0.0
whoreson,4.32,en-US,320,1493,104,2000,1,0,0,8,0.0,0.0
crime partners,4.2,eng,159,474,21,2000,4,0,0,14,0.0,0.0
jonah gourd vine,3.99,eng,229,1679,82,1990,1,0,0,18,0.0,0.0
the complete stories,4.25,eng,336,756,45,1990,1,1,0,20,0.1,0.4
zora neale hurston a literary biography,4.1,eng,408,103,9,1980,3,1,0,40,0.1,0.1
zora neale hurston critical perspectives past and present,4.2,eng,238,24,0,2000,1,1,1,59,-0.08333333333333333,0.35000000000000003
the tarot cafe,3.88,en-US,176,1829,85,2010,1,0,1,18,0.0,0.0
photography other histories,3.83,eng,296,24,2,2000,2,1,0,29,-0.125,0.375
photos gods the printed image political struggle india,3.96,eng,239,25,0,2000,1,0,0,69,0.0,0.1
antitrust law,4.0,en-US,304,33,1,2000,4,0,0,13,0.0,0.0
case closed lee harvey oswald assassination jfk,3.96,eng,640,1194,107,2000,3,0,0,59,-0.1,0.1
sex reason,3.91,eng,458,76,13,1990,1,0,0,14,0.0,0.0
law literature,3.61,eng,432,95,6,1990,1,0,0,18,0.0,0.0
orlando a biography film screenplay,4.07,eng,75,84,7,2010,4,1,0,37,0.0,0.0
orlando furioso part two,4.23,eng,800,133,14,1970,3,1,0,25,0.0,0.0
orlando furioso,4.02,eng,656,2339,64,1990,1,1,0,15,0.0,0.0
a people tragedy the russian revolution 1891 1924,4.31,eng,1024,2931,222,1990,1,0,1,53,0.0,0.0
alas babylon,4.08,eng,323,33140,2614,2000,3,0,0,13,-0.4,1.0
the south beach diet the delicious doctor designed foolproof plan fast healthy weight loss,3.45,en-US,310,553,18,2000,2,0,0,101,0.5666666666666667,0.7000000000000001
on beach,3.94,eng,296,28414,1744,2000,4,0,0,12,0.0,0.0
the book merlyn the unpublished conclusion the once future king,3.96,eng,137,109,22,1970,3,0,0,72,0.0,0.125
the art happiness,4.16,eng,336,80161,2036,1990,4,1,0,20,0.7,0.2
the art happiness work,3.95,eng,224,1615,95,2000,3,1,0,28,0.7,0.2
zen art happiness,4.05,eng,145,2955,270,2000,2,0,0,28,0.7,0.2
lovingkindness the revolutionary art happiness,4.24,eng,256,4373,144,2000,4,1,1,50,0.7,0.2
kaplan sadock synopsis psychiatry behavioral sciences clinical psychiatry,4.22,eng,1500,246,9,2000,4,1,0,81,0.0,0.0
how go college almost free updated,3.45,en-US,400,111,11,2000,3,0,0,45,0.4,0.8
australia,4.07,eng,616,69,0,2000,3,1,0,9,0.0,0.0
let go australia budget,3.93,en-US,784,9,2,2000,4,0,0,30,0.0,0.0
national geographic traveler australia,3.8,eng,400,9,2,1990,4,0,0,39,0.0,0.0
moll flanders,3.52,eng,339,35344,975,1990,4,1,0,13,0.0,0.0
moll flanders,3.52,eng,335,387,54,2000,2,1,0,13,0.0,0.0
the leatherstocking tales vol the pathfinder the deerslayer,3.98,eng,1051,130,12,1980,3,1,1,66,0.0,0.0
the last mohicans,3.7,eng,410,75121,1797,1980,2,0,1,25,0.0,0.06666666666666667
a river runs through it,4.17,eng,168,6495,388,1980,2,1,0,23,0.0,0.0
empires monsoon a history indian ocean its invaders,4.39,eng,608,67,12,1990,1,0,0,70,0.0,0.0
the next whole earth catalog access tools,4.45,eng,608,24,0,1980,4,0,0,45,0.1,0.2
whole earth software catalog,3.92,en-US,208,13,1,1980,4,0,0,28,0.2,0.4
fooled randomness the hidden role chance life markets,4.06,eng,368,40155,1550,2000,3,0,0,74,-0.16666666666666666,0.3333333333333333
el borbah,3.94,en-US,96,740,34,2000,1,0,0,9,0.0,0.0
big baby,3.96,eng,96,1368,58,2000,1,0,0,8,0.0,0.1
black hole,3.84,eng,368,38261,2037,2000,4,0,0,10,-0.16666666666666666,0.43333333333333335
black hole tome 3 visions,4.0,fre,63,3,0,2000,1,0,0,27,-0.16666666666666666,0.43333333333333335
black hole tome 4 reine des lézards,4.26,fre,64,19,1,2000,4,0,0,38,-0.16666666666666666,0.43333333333333335
9 11,3.73,eng,140,3070,172,2000,4,1,0,4,0.0,0.0
secrets lies democracy,3.98,eng,128,934,27,2000,3,1,0,27,0.0,0.0
syntactic structures,3.84,eng,135,609,31,2010,3,1,0,20,0.0,0.0
the umbrella us power the universal declaration human rights contradictions us policy,3.96,en-US,80,155,7,2000,3,1,0,101,0.0,0.05
the common good,4.01,eng,190,435,18,2000,3,1,0,15,0.19999999999999998,0.55
the curious sofa,4.18,eng,64,296,20,1990,3,0,0,16,-0.1,1.0
love mode 11,4.37,jpn,182,4,0,2000,1,1,0,12,0.5,0.6
ring,3.82,eng,282,11396,742,2000,2,1,1,5,0.0,0.0
the ring volume 4 birthday,3.58,eng,160,56,2,2000,2,1,1,26,0.0,0.0
strings conformal fields m theory,4.15,eng,531,49,1,1990,4,0,0,40,0.0,0.0
introduction superstrings m theory,4.27,eng,587,216,2,1990,3,1,0,41,0.0,0.0
to win nuclear war the pentagon secret war plans,3.94,en-US,374,2,0,1990,3,1,0,53,0.2,0.55
company,3.73,eng,338,4938,404,2000,1,0,0,7,0.0,0.0
fermat enigma the epic quest solve world greatest mathematical problem,4.25,eng,315,19473,692,1990,3,0,0,82,0.3666666666666667,0.4666666666666666
the science book,4.05,eng,528,25,1,2000,1,1,0,16,0.0,0.0
kristy great idea,4.17,eng,186,24732,726,2000,2,1,0,19,0.8,0.75
the actor you sixteen simple steps understanding art acting,3.65,en-US,131,11,0,2000,1,0,0,73,0.0,0.17857142857142858
the actor you sixteen simple steps understanding art acting,3.65,eng,160,5,1,2000,4,0,0,73,0.0,0.17857142857142858
the cat who played post office,3.97,eng,224,6366,200,1990,2,0,1,31,0.0,0.0
just above my head,4.38,eng,584,1485,159,2000,2,0,0,18,0.0,0.1
nobody knows my name,4.35,eng,242,2218,146,1990,4,0,0,20,0.0,0.0
tell me how long train been gone,4.26,eng,496,2162,144,1990,1,0,0,38,-0.05,0.4
if beale street could talk,4.23,eng,197,19731,2158,2000,4,0,0,26,0.0,0.0
tell my horse voodoo life haiti jamaica,3.96,eng,311,1450,105,1990,1,0,0,51,0.0,0.0
wrapped rainbows the life zora neale hurston,4.32,eng,528,893,97,2000,1,0,0,51,0.0,0.0
going meet man,4.35,eng,249,4022,309,1990,2,0,0,21,0.0,0.0
the amen corner,3.9,eng,112,467,32,1990,1,0,0,15,0.0,0.0
